"ID","Surfweight","Year","Age","Sex","Ethnicity","Edu","LFS","Partner","Parent","NumberChildren","Tenure","HhIncome","NZDep","Migrant","Disability","HomeAfford","LifeSatisfy","LifeWorth","Health","TeReo","GovTereo","Selfactual","Trust","TrustPolice","TrustMedia","TrustParliament","Voted","Mwb","Housecold","Housedamp","Moves","AccessMed","AccessGreen","AccessPt","NeighConnect","NeighCrime","Victim","Discrim","Lonely","Hardtalk","AgeC","SexC","DisabilityC","EthnicityC","VotedC","LFSC"
664,109.0873,2018,"35-44","Male","European/Other",2,"Unemployed",0,1,3,3,1,1,1,"not disabled",1,4,8,2,1,4,5,7,8,5,3,"Yes",2,3,2,1,4,4,4,6,3,0,0,1,2,3,0,0,4,1,2
665,73.03149,2018,"65+","Female","European/Other",1,"Unemployed",0,0,0,1,1,10,1,"not disabled",10,8,10,3,1,4,4,8,10,7,6,"Yes",17,2,1,0,5,5,4,9,3,0,0,3,1,6,1,0,4,1,2
666,193.914,2018,"35-44","Male","European/Other",2,"Unemployed",1,0,0,1,2,7,2,"not disabled",8,8,8,3,2,3,5,7,5,5,5,"Yes",9,2,1,1,3,5,1,4,3,0,0,1,2,3,0,0,4,1,2
667,912.1046,2018,"65+","Male","European/Other",1,"Unemployed",1,0,0,2,3,3,1,"not disabled",10,8,10,4,1,4,5,8,9,8,8,"Yes",18,1,1,3,4,5,3,5,3,0,0,2,2,6,0,0,4,1,2
668,319.1861,2018,"35-44","Female","European/Other",3,"Unemployed",1,1,1,3,2,5,4,"not disabled",3,10,10,5,1,5,3,7,10,7,8,"Yes",12,3,2,3,4,3,2,1,9,0,1,1,3,3,1,0,4,1,2
669,348.8088,2018,"55-64","Male","European/Other",1,"Unemployed",1,0,0,1,2,7,1,"not disabled",4,10,10,5,1,3,5,8,10,7,5,"Yes",5,2,1,0,5,5,5,9,5,0,0,2,2,5,0,0,4,1,2
670,193.246,2018,"35-44","Female","European/Other",2,"Unemployed",0,0,0,3,3,3,1,"not disabled",4,5,7,3,2,3,1,3,4,3,8,"Yes",5,2,1,1,5,5,5,6,1,0,0,4,2,3,1,0,4,1,2
671,137.1919,2018,"35-44","Female","European/Other",1,"Unemployed",0,0,0,1,2,9,1,"not disabled",10,7,3,3,1,3,5,3,7,0,2,"Yes",20,1,1,3,4,5,5,8,5,1,0,2,1,3,1,0,4,1,2
672,816.6641,2018,"65+","Male","European/Other",3,"Unemployed",0,0,0,2,1,10,2,"Disabled",8,8,8,4,1,4,4,8,8,8,7,"Yes",17,1,1,0,4,4,4,8,8,0,0,1,1,6,0,1,4,1,2
673,210.8946,2018,"65+","Male","European/Other",1,"Unemployed",0,0,0,3,2,9,5,"Disabled",10,9,10,4,1,4,2,6,9,6,6,"Yes",4,4,3,0,3,5,3,1,3,0,0,1,1,6,0,1,4,1,2
674,57.70557,2018,"35-44","Male","European/Other",4,"Unemployed",0,0,0,3,2,8,5,"not disabled",5,8,8,3,1,4,5,7,8,5,7,"No",15,2,1,3,3,4,4,0,9,0,0,1,3,3,0,0,4,0,2
675,305.3317,2018,"65+","Male","Maori",3,"Not in the labour force",0,0,0,1,1,8,1,"Disabled",0,9,10,4,1,5,5,8,10,9,9,"Yes",13,3,1,0,4,5,4,10,1,0,1,1,1,6,0,1,1,1,3
677,564.068,2018,"45-54","Female","Maori",3,"Not in the labour force",0,0,0,1,1,8,1,"not disabled",5,0,9,3,1,3,5,0,5,0,1,"Yes",5,1,2,0,3,4,3,5,3,0,0,3,1,4,1,0,1,1,3
678,224.7969,2018,"65+","Male","Maori",4,"Not in the labour force",0,0,0,2,2,4,1,"not disabled",4,8,10,4,1,4,5,5,9,3,5,"Yes",19,1,1,0,5,5,4,10,8,0,0,3,3,6,0,0,1,1,3
679,142.9225,2018,"45-54","Female","Maori",2,"Not in the labour force",0,0,0,2,2,5,2,"not disabled",5,7,7,1,1,3,5,9,9,5,5,"Yes",20,3,2,0,5,5,1,3,8,0,0,2,1,4,1,0,1,1,3
680,1373.068,2018,"45-54","Female","Maori",4,"Not in the labour force",1,1,2,2,3,1,6,"not disabled",5,4,5,3,1,5,4,5,2,5,6,"Yes",12,3,2,0,4,4,4,5,3,0,0,3,4,4,1,0,1,1,3
681,190.2927,2018,"65+","Female","Maori",1,"Not in the labour force",1,0,0,2,1,5,1,"not disabled",6,8,10,3,1,5,5,8,9,6,8,"Yes",14,99,1,1,4,4,3,5,9,0,0,1,4,6,1,0,1,1,3
682,985.6938,2018,"55-64","Female","Maori",1,"Not in the labour force",1,1,2,1,2,3,1,"not disabled",5,5,7,2,1,2,4,6,7,3,7,"No",19,1,1,0,4,5,5,6,3,0,0,2,4,5,1,0,1,0,3
683,90.30967,2018,"55-64","Female","Maori",2,"Not in the labour force",1,0,0,1,2,7,6,"Disabled",5,8,9,3,1,3,5,2,7,7,3,"No",9,2,1,0,5,5,5,3,5,0,0,1,1,5,1,1,1,0,3
684,409.6727,2018,"15-24","Male","Maori",4,"Not in the labour force",0,0,0,3,1,6,4,"not disabled",5,5,5,4,1,3,4,7,10,8,8,"No",14,2,2,4,3,3,3,0,8,1,0,4,3,1,0,0,1,0,3
685,372.8812,2018,"65+","Male","Maori",1,"Not in the labour force",0,0,0,1,1,8,1,"Disabled",8,8,5,4,1,4,5,8,9,6,9,"Yes",7,4,1,0,5,5,4,5,4,0,1,2,1,6,0,1,1,1,3
686,264.3091,2018,"65+","Male","Maori",3,"Not in the labour force",0,0,0,1,2,2,6,"not disabled",7,8,9,4,1,3,5,9,10,6,6,"Yes",20,2,1,0,4,5,4,6,8,0,0,1,1,6,0,0,1,1,3
687,136.7153,2018,"55-64","Male","Maori",2,"Not in the labour force",1,0,0,1,3,7,5,"not disabled",10,8,10,2,1,3,3,10,9,10,9,"Yes",8,2,2,1,4,5,5,6,3,0,1,2,1,5,0,0,1,1,3
688,709.6282,2018,"65+","Male","Maori",1,"Not in the labour force",0,0,0,2,1,2,1,"not disabled",6,7,10,4,2,4,5,9,10,0,5,"Yes",10,2,2,0,4,5,5,5,2,0,0,3,2,6,0,0,1,1,3
689,290.6084,2018,"65+","Female","Maori",1,"Not in the labour force",0,0,0,3,1,9,1,"Disabled",8,5,6,3,1,3,5,8,8,8,8,"Yes",13,2,1,0,5,5,5,5,4,0,0,2,3,6,1,1,1,1,3
690,235.3175,2018,"15-24","Female","Maori",3,"Not in the labour force",0,0,0,1,3,9,1,"not disabled",8,8,7,4,1,3,5,7,9,4,6,"Yes",15,2,1,4,5,5,5,3,9,0,0,2,2,1,1,0,1,1,3
691,162.7435,2018,"45-54","Male","Maori",1,"Not in the labour force",1,0,0,1,3,7,1,"not disabled",5,5,8,2,2,2,5,1,5,0,0,"Yes",3,1,1,1,3,5,5,5,9,1,0,3,3,4,0,0,1,1,3
692,1052.445,2018,"55-64","Female","Maori",1,"Not in the labour force",1,0,0,1,3,9,2,"Disabled",5,10,8,4,2,2,5,7,10,0,2,"Yes",17,1,1,0,4,5,4,7,4,0,1,2,2,5,1,1,1,1,3
693,327.0244,2018,"65+","Male","Maori",1,"Not in the labour force",0,0,0,2,1,10,1,"Disabled",5,6,6,2,1,5,4,7,10,4,10,"Yes",6,2,2,0,4,4,1,1,8,0,0,3,3,6,0,1,1,1,3
694,313.234,2018,"25-34","Male","Maori",2,"Not in the labour force",1,1,4,3,1,8,4,"not disabled",5,7,7,4,2,4,4,10,6,6,6,"Yes",13,1,1,1,5,4,3,5,8,0,0,1,1,2,0,0,1,1,3
695,118.4832,2018,"65+","Female","Maori",2,"Not in the labour force",1,0,0,2,2,5,1,"not disabled",8,10,10,4,1,4,5,8,9,5,7,"Yes",16,1,1,0,4,5,4,9,1,0,0,1,2,6,1,0,1,1,3
696,212.2904,2018,"45-54","Female","Maori",4,"Not in the labour force",1,1,1,1,2,3,6,"not disabled",7,8,8,3,1,4,4,8,9,5,8,"Yes",15,3,2,1,5,5,5,8,3,0,0,1,2,4,1,0,1,1,3
697,620.3228,2018,"35-44","Male","Maori",4,"Not in the labour force",1,1,1,2,2,5,6,"not disabled",6,8,10,4,1,1,4,8,9,7,7,"Yes",12,1,1,0,4,4,4,8,2,0,0,1,2,3,0,0,1,1,3
698,159.6201,2018,"55-64","Male","Maori",3,"Not in the labour force",1,0,0,1,2,2,1,"not disabled",6,9,10,4,1,2,3,1,8,6,6,"Yes",18,1,1,0,5,5,5,10,4,1,0,1,1,5,0,0,1,1,3
699,310.0065,2018,"45-54","Male","Maori",3,"Not in the labour force",1,0,0,1,2,10,6,"not disabled",7,9,9,3,1,3,3,9,9,9,10,"Yes",10,4,2,0,4,4,4,8,2,0,0,1,2,4,0,0,1,1,3
700,170.98,2018,"45-54","Male","Maori",1,"Not in the labour force",0,0,0,2,2,6,1,"not disabled",7,7,8,4,1,2,5,7,8,4,4,"Yes",18,2,1,0,4,5,1,4,8,0,0,1,2,4,0,0,1,1,3
701,401.7059,2018,"35-44","Male","Maori",2,"Not in the labour force",0,1,2,3,1,5,1,"not disabled",2,8,8,3,3,4,3,5,7,2,5,"No",5,2,2,0,4,4,4,9,4,0,0,1,3,3,0,0,1,0,3
702,218.1352,2018,"35-44","Female","Maori",3,"Not in the labour force",0,0,0,1,2,7,1,"not disabled",3,6,8,5,1,2,5,8,2,1,1,"Yes",13,1,1,1,2,5,4,9,3,0,1,1,1,3,1,0,1,1,3
703,279.3281,2018,"45-54","Male","Maori",4,"Not in the labour force",1,1,2,3,2,5,1,"not disabled",6,8,9,3,1,3,5,7,8,8,8,"Yes",12,1,1,4,5,5,5,7,9,0,0,1,1,4,0,0,1,1,3
704,399.6346,2018,"35-44","Male","Maori",1,"Not in the labour force",0,1,4,3,1,4,2,"not disabled",7,7,8,3,3,5,5,8,7,2,2,"Yes",9,4,3,3,3,3,3,7,4,0,1,3,3,3,0,0,1,1,3
705,601.7291,2018,"65+","Male","Maori",1,"Not in the labour force",1,0,0,2,1,9,1,"Disabled",10,8,10,5,1,2,4,8,10,3,6,"Yes",20,1,1,0,5,5,5,9,8,0,0,1,1,6,0,1,1,1,3
706,183.7344,2018,"45-54","Female","Maori",2,"Not in the labour force",1,0,0,2,1,5,1,"not disabled",7,10,10,4,2,2,5,5,7,2,2,"No",19,1,1,1,4,5,5,5,3,0,0,1,1,4,1,0,1,0,3
707,234.332,2018,"65+","Female","Maori",4,"Not in the labour force",0,0,0,2,1,3,1,"not disabled",7,7,7,5,1,4,4,8,8,5,4,"Yes",18,3,1,0,5,5,5,3,3,0,0,2,3,6,1,0,1,1,3
708,175.0812,2018,"55-64","Male","Maori",1,"Not in the labour force",1,0,0,2,3,6,6,"not disabled",7,7,8,4,1,4,5,7,7,6,7,"Yes",18,1,1,0,4,4,3,3,3,0,0,1,1,5,0,0,1,1,3
709,197.4564,2018,"25-34","Female","Maori",3,"Not in the labour force",1,1,1,1,3,6,4,"not disabled",8,9,8,4,1,4,4,9,10,3,9,"Yes",18,1,2,2,4,5,5,4,9,0,1,1,1,2,1,0,1,1,3
710,176.1486,2018,"55-64","Female","Maori",3,"Not in the labour force",1,0,0,1,3,4,1,"not disabled",10,7,9,4,1,1,5,6,8,2,4,"No",17,1,1,0,5,5,5,8,8,0,0,1,1,5,1,0,1,0,3
711,552.6096,2018,"35-44","Male","Maori",3,"Not in the labour force",0,0,0,3,2,10,5,"not disabled",10,7,8,4,1,4,4,6,7,4,3,"Yes",3,3,1,3,5,5,5,3,3,0,0,3,3,3,0,0,1,1,3
712,269.0148,2018,"65+","Male","Maori",1,"Not in the labour force",0,0,0,2,1,2,6,"not disabled",4,8,7,3,1,3,4,6,10,5,5,"Yes",15,2,1,0,2,4,4,5,3,0,0,2,1,6,0,0,1,1,3
713,156.9465,2018,"15-24","Male","Maori",3,"Not in the labour force",1,1,2,3,2,5,1,"not disabled",10,10,9,4,1,4,5,5,5,5,5,"No",10,1,2,2,4,5,1,1,4,0,0,1,2,1,0,0,1,0,3
714,382.156,2018,"25-34","Female","Maori",3,"Not in the labour force",1,0,0,1,3,5,1,"not disabled",10,7,8,5,1,4,2,7,10,0,3,"Yes",20,2,2,2,3,5,1,3,4,0,0,3,1,2,1,0,1,1,3
715,238.5148,2018,"65+","Male","Maori",3,"Not in the labour force",0,0,0,2,1,4,6,"not disabled",9,8,8,3,1,4,5,7,7,8,8,"Yes",12,2,1,0,4,4,4,7,4,0,0,1,3,6,0,0,1,1,3
717,553.6976,2018,"45-54","Male","Pacific",2,"Not in the labour force",0,1,3,3,1,10,6,"not disabled",7,7,7,2,1,2,4,5,7,5,6,"Yes",4,2,3,0,4,4,4,3,5,1,0,1,2,4,0,0,2,1,3
718,208.0554,2018,"65+","Male","Pacific",3,"Not in the labour force",0,0,0,1,1,9,1,"not disabled",3,9,10,3,2,4,5,7,10,6,7,"Yes",8,1,1,0,5,5,2,10,3,0,1,2,1,6,0,0,2,1,3
719,395.5991,2018,"65+","Male","Pacific",1,"Not in the labour force",0,0,0,1,1,8,1,"not disabled",10,10,10,5,1,2,5,10,10,8,5,"Yes",18,1,1,0,5,5,4,8,3,0,0,1,1,6,0,0,2,1,3
720,386.1248,2018,"55-64","Female","Pacific",1,"Not in the labour force",1,0,0,2,3,5,1,"not disabled",6,8,8,4,1,1,5,6,9,5,5,"Yes",19,1,1,1,4,5,5,7,3,0,0,1,2,5,1,0,2,1,3
721,604.7834,2018,"65+","Female","Pacific",2,"Not in the labour force",1,0,0,2,1,6,1,"not disabled",10,9,5,3,3,1,5,10,10,2,5,"Yes",14,1,1,0,5,5,1,10,3,0,0,1,1,6,1,0,2,1,3
722,324.0685,2018,"65+","Female","Pacific",1,"Not in the labour force",1,0,0,2,3,7,1,"Disabled",6,7,7,1,2,4,4,7,9,3,5,"Yes",19,1,1,0,5,5,3,6,3,0,0,1,1,6,1,1,2,1,3
723,149.0788,2018,"15-24","Male","Pacific",1,"Not in the labour force",0,0,0,3,3,5,1,"not disabled",7,5,7,2,1,3,4,5,5,5,5,"Not Eligible",10,2,2,4,3,5,5,0,9,0,0,3,5,1,0,0,2,99,3
724,190.5526,2018,"45-54","Female","Pacific",2,"Not in the labour force",1,1,2,3,2,5,1,"not disabled",5,9,8,4,1,4,5,7,10,7,6,"Yes",18,1,2,0,1,5,1,9,4,0,0,1,2,4,1,0,2,1,3
725,158.3639,2018,"65+","Female","Pacific",2,"Not in the labour force",1,0,0,2,3,1,2,"not disabled",10,10,10,4,1,1,5,7,10,8,8,"Yes",17,1,1,1,5,5,5,10,3,0,0,1,1,6,1,0,2,1,3
726,292.7683,2018,"55-64","Female","Pacific",1,"Not in the labour force",1,0,0,2,2,1,1,"Disabled",8,9,9,4,1,2,4,7,8,2,0,"Yes",13,3,1,0,4,5,1,6,5,0,0,1,1,5,1,1,2,1,3
727,128.8745,2018,"65+","Female","Pacific",2,"Not in the labour force",1,0,0,2,3,7,6,"Disabled",7,10,8,1,1,2,4,7,2,0,1,"Yes",17,2,1,0,4,4,4,3,3,0,0,1,1,6,1,1,2,1,3
728,138.8932,2018,"65+","Male","Pacific",1,"Not in the labour force",1,0,0,2,1,7,2,"not disabled",7,10,10,2,1,1,4,8,10,1,0,"Yes",18,1,1,0,5,5,5,9,5,0,0,1,1,6,0,0,2,1,3
729,137.2994,2018,"45-54","Male","Pacific",1,"Not in the labour force",1,0,0,1,3,2,2,"not disabled",5,9,8,3,1,2,5,7,7,0,6,"Yes",19,2,2,0,5,5,5,5,8,0,0,2,2,4,0,0,2,1,3
730,378.4899,2018,"55-64","Male","Pacific",1,"Not in the labour force",0,0,0,1,1,10,1,"Disabled",0,6,7,3,2,5,3,1,0,0,0,"No",3,1,2,0,4,4,4,6,3,0,0,1,2,5,0,1,2,0,3
731,178.284,2018,"65+","Male","Pacific",3,"Not in the labour force",0,0,0,2,2,7,6,"not disabled",5,7,7,3,1,3,3,9,5,3,4,"Yes",13,1,1,0,5,5,5,8,3,0,0,1,2,6,0,0,2,1,3
732,518.0939,2018,"55-64","Female","Pacific",1,"Not in the labour force",1,0,0,1,2,8,1,"not disabled",6,9,8,4,4,4,5,5,5,5,5,"Yes",11,3,2,0,3,4,2,8,8,0,0,2,2,5,1,0,2,1,3
733,239.0913,2018,"35-44","Male","Pacific",4,"Not in the labour force",0,1,3,3,1,5,6,"not disabled",1,8,8,4,1,3,5,9,10,10,10,"Yes",16,1,1,2,5,5,5,4,3,0,0,1,1,3,0,0,2,1,3
734,445.9359,2018,"35-44","Female","Pacific",2,"Not in the labour force",1,1,2,1,3,6,6,"not disabled",5,7,9,3,1,2,5,8,9,4,5,"Yes",12,2,2,0,5,4,2,8,3,0,0,2,4,3,1,0,2,1,3
735,381.5932,2018,"45-54","Female","Asian",2,"Not in the labour force",1,0,0,1,3,1,1,"not disabled",5,8,7,5,2,3,5,8,10,8,8,"Yes",17,2,2,0,5,5,5,8,8,0,0,1,1,4,1,0,3,1,3
736,1019.615,2018,"25-34","Male","Asian",1,"Not in the labour force",0,1,2,3,2,5,1,"not disabled",8,8,7,5,2,5,5,8,8,6,8,"Yes",10,2,1,2,4,5,2,8,8,1,0,2,3,2,0,0,3,1,3
737,894.301,2018,"55-64","Male","Asian",2,"Not in the labour force",0,0,0,3,1,10,6,"Disabled",5,0,8,1,1,4,1,10,6,4,5,"No",8,4,2,0,3,5,5,0,2,0,1,4,1,5,0,1,3,0,3
738,1369.852,2018,"45-54","Male","Asian",1,"Not in the labour force",0,0,0,3,1,7,1,"not disabled",4,5,7,3,1,3,4,5,10,5,5,"Yes",6,1,1,0,5,5,4,7,2,0,0,1,4,4,0,0,3,1,3
739,2308.478,2018,"45-54","Female","Asian",4,"Not in the labour force",1,0,0,2,3,3,6,"not disabled",4,8,9,4,2,2,4,8,8,6,7,"Yes",19,2,1,0,4,4,4,5,3,0,0,1,3,4,1,0,3,1,3
740,499.3966,2018,"25-34","Male","Asian",2,"Not in the labour force",0,0,0,1,2,9,1,"not disabled",0,5,5,3,2,3,4,6,5,4,4,"Yes",8,2,2,1,4,4,4,4,3,0,0,1,2,2,0,0,3,1,3
742,592.2206,2018,"45-54","Female","Asian",1,"Not in the labour force",0,0,0,3,3,2,1,"not disabled",8,5,5,2,1,3,4,5,5,0,0,"Not Eligible",1,3,2,1,2,4,2,6,9,0,1,3,4,4,1,0,3,99,3
743,1630.205,2018,"45-54","Male","Asian",1,"Not in the labour force",0,0,0,1,2,5,1,"not disabled",7,8,8,4,1,5,4,9,9,5,5,"Yes",16,1,1,1,4,4,4,8,3,0,0,2,2,4,0,0,3,1,3
744,235.5811,2018,"65+","Male","Asian",3,"Not in the labour force",1,0,0,2,3,1,1,"not disabled",10,9,10,4,2,4,5,8,9,6,7,"Yes",18,1,1,0,5,5,4,9,3,1,0,2,3,6,0,0,3,1,3
745,1282.327,2018,"25-34","Female","Asian",4,"Not in the labour force",1,1,1,1,3,3,5,"not disabled",8,8,8,4,1,5,5,9,9,8,9,"Yes",19,1,1,2,5,5,4,2,4,0,0,1,1,2,1,0,3,1,3
746,1214.202,2018,"65+","Male","Asian",1,"Not in the labour force",1,0,0,2,1,7,1,"not disabled",10,8,10,5,1,4,5,9,10,5,7,"Yes",15,1,1,0,5,5,5,1,3,0,0,1,1,6,0,0,3,1,3
747,637.2223,2018,"25-34","Female","Asian",1,"Not in the labour force",0,0,0,3,2,6,1,"not disabled",9,5,5,4,2,4,3,7,5,7,7,"No",16,1,1,1,4,4,1,6,4,0,1,2,4,2,1,0,3,0,3
748,896.147,2018,"35-44","Male","Asian",4,"Not in the labour force",1,1,4,1,2,5,1,"not disabled",5,6,8,4,3,5,5,7,9,5,6,"Yes",18,2,2,0,4,5,1,8,3,0,0,2,2,3,0,0,3,1,3
749,296.0289,2018,"25-34","Male","Asian",2,"Not in the labour force",1,1,2,3,1,10,1,"not disabled",4,4,7,3,2,4,5,5,7,4,5,"Yes",5,1,2,3,3,4,1,3,1,0,0,1,4,2,0,0,3,1,3
750,1111.508,2018,"55-64","Male","Asian",3,"Not in the labour force",1,0,0,3,1,7,6,"not disabled",3,7,9,3,1,4,4,6,10,4,4,"Yes",8,2,1,2,3,5,5,3,9,0,0,2,3,5,0,0,3,1,3
751,375.2737,2018,"55-64","Female","Asian",3,"Not in the labour force",0,1,2,3,1,8,1,"not disabled",8,7,9,2,1,2,3,2,7,2,4,"Yes",13,99,1,1,5,5,5,5,9,1,0,1,2,5,1,0,3,1,3
752,665.2936,2018,"45-54","Male","Asian",1,"Not in the labour force",1,1,3,2,3,3,2,"not disabled",0,5,9,4,1,2,5,7,7,1,4,"Yes",9,3,2,0,5,4,2,5,4,0,0,2,1,4,0,0,3,1,3
753,838.7592,2018,"65+","Male","Asian",2,"Not in the labour force",0,0,0,3,2,6,6,"Disabled",3,4,5,2,1,1,3,5,8,1,3,"No",5,99,2,4,4,5,4,5,8,0,0,1,2,6,0,1,3,0,3
754,338.3269,2018,"65+","Male","Asian",4,"Not in the labour force",1,0,0,1,1,9,6,"not disabled",6,8,9,4,2,4,5,4,10,8,4,"Yes",19,1,1,1,5,5,4,8,3,0,0,1,1,6,0,0,3,1,3
755,251.0874,2018,"55-64","Male","Asian",4,"Not in the labour force",1,0,0,2,3,1,1,"not disabled",9,8,7,4,2,5,4,8,7,6,7,"Yes",16,2,2,0,4,5,4,8,3,0,1,1,2,5,0,0,3,1,3
756,932.2206,2018,"55-64","Female","Asian",2,"Not in the labour force",1,0,0,3,1,8,3,"Disabled",3,3,6,1,3,5,4,4,5,3,4,"Yes",0,1,1,1,3,5,4,7,3,1,0,3,4,5,1,1,3,1,3
757,412.0106,2018,"65+","Male","Asian",4,"Not in the labour force",0,0,0,2,2,3,6,"not disabled",8,9,9,3,3,4,5,5,7,1,8,"Yes",16,1,2,0,4,4,4,9,3,0,0,1,1,6,0,0,3,1,3
758,490.0883,2018,"35-44","Female","Asian",4,"Not in the labour force",0,1,3,3,3,3,5,"not disabled",6,6,6,4,1,5,3,8,10,8,7,"Yes",13,2,2,1,5,4,4,1,4,1,0,3,3,3,1,0,3,1,3
759,1281.134,2018,"15-24","Male","Asian",1,"Not in the labour force",0,0,0,1,3,3,5,"not disabled",7,10,10,5,2,4,5,10,10,5,7,"Not Eligible",19,1,1,0,5,5,5,10,8,0,0,1,1,1,0,0,3,99,3
760,250.7505,2018,"45-54","Male","Asian",1,"Not in the labour force",1,0,0,1,2,7,1,"not disabled",7,7,8,4,1,3,5,8,9,6,5,"Yes",14,2,1,0,5,5,5,8,3,0,0,1,1,4,0,0,3,1,3
761,226.1211,2018,"55-64","Male","Asian",2,"Not in the labour force",0,1,1,2,1,8,1,"Disabled",4,5,8,2,1,1,4,8,8,5,8,"Yes",2,2,1,0,4,5,5,5,3,1,0,3,3,5,0,1,3,1,3
762,324.0957,2018,"45-54","Female","Asian",4,"Not in the labour force",1,1,2,2,3,2,6,"not disabled",8,5,5,3,1,3,5,6,6,3,3,"Yes",20,2,1,0,3,3,3,5,8,0,0,1,1,4,1,0,3,1,3
763,3699.964,2018,"55-64","Female","European/Other",1,"Not in the labour force",1,0,0,1,3,8,1,"not disabled",7,7,7,3,1,3,4,8,8,7,6,"Yes",20,1,1,0,5,5,4,6,1,0,0,1,2,5,1,0,4,1,3
764,1913.348,2018,"55-64","Female","European/Other",2,"Not in the labour force",1,1,2,3,3,5,1,"not disabled",10,8,9,3,1,2,5,8,8,4,5,"Yes",18,4,2,1,4,4,3,7,3,1,0,1,1,5,1,0,4,1,3
765,2402.467,2018,"45-54","Female","European/Other",1,"Not in the labour force",0,0,0,3,2,1,1,"not disabled",0,5,1,1,1,2,5,10,5,0,0,"No",20,1,2,3,4,5,4,0,8,1,1,5,6,4,1,0,4,0,3
766,2987.849,2018,"45-54","Male","European/Other",2,"Not in the labour force",1,0,0,2,3,4,1,"not disabled",6,9,7,5,1,3,5,7,9,5,5,"Yes",16,1,2,0,5,5,4,5,4,1,1,1,1,4,0,0,4,1,3
767,3554.957,2018,"25-34","Male","European/Other",2,"Not in the labour force",0,0,0,3,1,9,1,"not disabled",10,10,10,1,2,5,5,0,10,0,10,"Yes",14,3,2,3,4,4,4,0,5,1,0,3,2,2,0,0,4,1,3
768,2607.397,2018,"35-44","Male","European/Other",4,"Not in the labour force",0,0,0,3,1,3,1,"not disabled",10,8,8,5,1,5,5,7,10,6,6,"Yes",16,3,1,3,5,5,5,7,9,1,0,1,3,3,0,0,4,1,3
769,1693.753,2018,"35-44","Male","European/Other",4,"Not in the labour force",1,1,2,1,3,5,1,"not disabled",9,7,9,2,3,5,3,7,9,2,6,"Yes",14,3,2,3,5,5,3,1,3,0,1,1,2,3,0,0,4,1,3
770,3357.475,2018,"15-24","Male","European/Other",1,"Not in the labour force",0,0,0,3,1,5,1,"not disabled",9,8,8,5,1,2,4,7,8,4,5,"Yes",15,1,1,1,5,5,5,7,8,0,0,1,2,1,0,0,4,1,3
771,1865.326,2018,"25-34","Male","European/Other",4,"Not in the labour force",1,0,0,3,3,6,1,"not disabled",8,7,5,4,2,5,5,9,9,3,5,"Yes",17,4,1,4,5,5,5,1,2,0,1,3,1,2,0,0,4,1,3
772,1226.004,2018,"25-34","Male","European/Other",2,"Not in the labour force",0,0,0,3,3,4,1,"Disabled",10,0,0,2,1,5,1,0,0,0,0,"No",13,1,1,4,5,5,1,10,9,0,0,1,2,2,0,1,4,0,3
773,2100.248,2018,"65+","Female","European/Other",4,"Not in the labour force",0,0,0,2,1,9,1,"not disabled",10,9,9,3,1,4,5,7,8,6,10,"Yes",17,1,1,0,5,5,5,8,3,0,0,2,3,6,1,0,4,1,3
774,2264.483,2018,"25-34","Male","European/Other",1,"Not in the labour force",1,1,2,3,1,6,1,"Disabled",7,7,9,3,2,2,2,2,2,0,0,"No",7,2,2,4,4,4,4,3,8,1,1,1,1,2,0,1,4,0,3
775,1766.192,2018,"55-64","Female","European/Other",4,"Not in the labour force",1,0,0,1,3,4,6,"Disabled",3,5,6,5,2,5,3,7,8,5,9,"Yes",2,4,2,0,4,4,4,6,2,0,0,3,3,5,1,1,4,1,3
776,7442.735,2018,"25-34","Male","European/Other",3,"Not in the labour force",1,1,1,3,2,5,1,"not disabled",7,9,9,5,3,5,4,8,10,7,10,"Yes",16,99,1,1,4,5,5,10,9,0,0,1,2,2,0,0,4,1,3
777,6632.997,2018,"15-24","Female","European/Other",1,"Not in the labour force",0,0,0,2,3,2,2,"not disabled",5,8,10,3,1,3,4,8,8,5,6,"Yes",13,1,1,2,3,4,1,5,5,1,0,1,1,1,1,0,4,1,3
778,2352.401,2018,"35-44","Male","European/Other",1,"Not in the labour force",0,0,0,1,2,6,1,"not disabled",5,8,5,5,1,3,5,7,6,3,3,"Yes",17,2,1,0,5,5,5,5,4,0,0,2,1,3,0,0,4,1,3
780,4276.648,2018,"25-34","Male","European/Other",1,"Not in the labour force",1,1,2,3,2,9,1,"not disabled",6,7,5,3,1,4,5,9,8,6,6,"Yes",14,3,2,1,3,5,4,3,2,0,0,2,3,2,0,0,4,1,3
781,2732.853,2018,"15-24","Male","European/Other",1,"Not in the labour force",0,0,0,3,3,3,1,"not disabled",5,7,9,5,1,2,5,3,7,4,4,"No",4,3,1,4,5,5,2,1,8,0,1,2,2,1,0,0,4,0,3
782,1783.027,2018,"15-24","Male","European/Other",3,"Not in the labour force",0,0,0,1,2,5,6,"not disabled",0,7,5,4,1,3,5,5,4,3,5,"Yes",14,1,1,0,5,5,5,6,1,0,0,3,3,1,0,0,4,1,3
783,2086.932,2018,"55-64","Male","European/Other",4,"Not in the labour force",0,0,0,3,2,4,6,"not disabled",8,9,10,4,1,4,3,6,9,8,8,"Yes",15,1,1,3,4,4,4,5,3,0,0,1,3,5,0,0,4,1,3
